# TRAIN_LOSS	VAL_LOSS
4.1389	0.4160
0.2098	0.1781
0.1445	0.1319
0.1164	0.1168
0.1045	0.1065
0.0961	0.0997
0.0891	0.0928
0.0841	0.0892
0.0799	0.0815
0.0759	0.0780
0.0730	0.0736
0.0699	0.0704
0.0672	0.0682
0.0648	0.0650
0.0630	0.0640
0.0611	0.0615
0.0594	0.0594
0.0576	0.0581
0.0561	0.0571
0.0552	0.0562
0.0541	0.0547
0.0530	0.0536
0.0519	0.0527
0.0508	0.0514
0.0500	0.0506
0.0493	0.0497
0.0485	0.0487
0.0480	0.0486
0.0476	0.0483
0.0471	0.0475
