               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.015064,           0.0084269,          0.00045052,             0.98997,             0.98802,             0.99371,             0.84134,            0.015269,           0.0057161,          0.00033682,            0.003796,            0.003796,            0.003796
                  96,            0.015168,            0.008389,          0.00044498,             0.98661,             0.98978,             0.99456,             0.84257,            0.015177,           0.0057171,          0.00031671,             0.00373,             0.00373,             0.00373
                  97,            0.014621,           0.0084689,          0.00038966,             0.99122,             0.98881,             0.99361,             0.84564,            0.015075,           0.0056788,          0.00031383,            0.003664,            0.003664,            0.003664
                  98,             0.01484,           0.0084173,          0.00046661,             0.98821,             0.99359,             0.99394,             0.83845,            0.015037,           0.0057231,          0.00031207,            0.003598,            0.003598,            0.003598
                  99,            0.014909,           0.0084525,          0.00041179,             0.98873,             0.98913,             0.99437,             0.84441,            0.014864,           0.0060714,           0.0003173,            0.003532,            0.003532,            0.003532
                 100,            0.014615,            0.008448,          0.00043824,             0.98433,             0.99282,             0.99446,             0.84061,            0.015006,           0.0057776,          0.00031708,            0.003466,            0.003466,            0.003466
                 101,            0.014695,           0.0085397,          0.00043744,             0.98979,             0.99268,             0.99452,             0.84518,            0.014822,           0.0055654,          0.00030866,              0.0034,              0.0034,              0.0034
                 102,            0.014633,           0.0080725,           0.0004097,             0.98889,             0.98932,              0.9943,             0.84548,            0.014691,           0.0058839,          0.00032875,            0.003334,            0.003334,            0.003334
                 103,            0.014639,           0.0081731,           0.0003732,             0.99566,             0.98637,             0.99419,             0.84953,            0.014759,           0.0059981,          0.00033227,            0.003268,            0.003268,            0.003268
                 104,            0.014559,           0.0084091,          0.00042732,             0.99023,             0.98718,             0.99405,             0.83734,            0.015033,            0.006113,          0.00031737,            0.003202,            0.003202,            0.003202
                 105,            0.014461,           0.0084425,          0.00041774,             0.99081,             0.98638,             0.99456,             0.84378,            0.015027,           0.0058719,          0.00030428,            0.003136,            0.003136,            0.003136
                 106,            0.014518,           0.0080021,          0.00040881,             0.99062,             0.98718,             0.99394,             0.84398,            0.014843,            0.005892,           0.0003272,             0.00307,             0.00307,             0.00307
                 107,            0.014568,           0.0081658,          0.00039731,             0.99127,              0.9859,             0.99438,             0.84356,            0.014654,           0.0059524,          0.00029785,            0.003004,            0.003004,            0.003004
                 108,            0.014264,           0.0078664,          0.00037009,             0.99275,             0.98556,              0.9943,             0.84953,            0.014455,           0.0057584,          0.00028474,            0.002938,            0.002938,            0.002938
                 109,            0.014399,           0.0080639,          0.00041233,             0.99194,             0.98718,             0.99435,             0.84675,            0.014821,           0.0056945,          0.00028868,            0.002872,            0.002872,            0.002872
                 110,            0.014553,           0.0082838,          0.00040991,             0.99671,             0.98077,             0.99409,             0.84547,            0.014846,           0.0056879,          0.00028492,            0.002806,            0.002806,            0.002806
