# TRAIN_LOSS	VAL_LOSS
54.9721	37.1318
34.7704	24.0930
21.2761	14.6286
11.9080	7.4178
6.3105	6.6770
6.5970	5.5899
5.7350	5.0128
5.4712	4.8680
5.9020	5.1134
6.7880	5.0924
7.0732	4.7014
6.4575	3.7998
4.9970	2.8695
3.7654	2.3541
3.1186	1.9543
2.5253	1.6968
2.1560	1.4808
1.8302	1.2388
1.5231	1.0043
1.2113	0.7419
0.7174	0.5143
0.4265	0.4454
0.3663	0.4394
0.3762	0.5025
0.5059	0.6647
0.7315	0.6844
0.7113	0.5184
0.4624	0.4075
0.3489	0.3781
0.3207	0.3678
