# TRAIN_LOSS	VAL_LOSS
2.0838	2.0166
2.4774	1.5893
2.2354	1.6626
2.6939	1.7911
3.1034	1.7853
3.4509	1.7947
3.7229	1.8584
3.7389	1.7344
3.3033	1.4331
2.5645	1.0810
1.8055	0.7923
1.2901	0.5566
0.8350	0.3577
0.4924	0.2697
0.3333	0.2351
0.2842	0.2154
0.2645	0.2042
0.2633	0.2018
0.2761	0.2078
0.3123	0.2195
